"filename", "language", "CMake", "C++", "YAML", "JSON", "JavaScript", "Dart", "Markdown", "HTML", "Gradle", "Properties", "Swift", "XML", "comment", "blank", "total"
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/macos/Runner/AppDelegate.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 8, 0, 0, 2, 10
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/macos/Runner/Assets.xcassets/AppIcon.appiconset/Contents.json", "JSON", 0, 0, 0, 68, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 69
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/macos/Runner/Base.lproj/MainMenu.xib", "XML", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 343, 0, 1, 344
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/macos/Runner/MainFlutterWindow.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 0, 0, 4, 16
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/macos/RunnerTests/RunnerTests.swift", "Swift", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 7, 0, 2, 4, 13
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/package-lock.json", "JSON", 0, 0, 0, 3031, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3032
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/package.json", "JSON", 0, 0, 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/public/404.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 32, 0, 0, 0, 0, 0, 2, 34
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/public/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 79, 0, 0, 0, 0, 6, 5, 90
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/pubspec.yaml", "YAML", 0, 0, 81, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 93
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/web/index.html", "HTML", 0, 0, 0, 0, 0, 0, 0, 46, 0, 0, 0, 0, 16, 6, 68
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/web/manifest.json", "JSON", 0, 0, 0, 35, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 36
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/flutter/generated_plugin_registrant.cc", "C++", 0, 12, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 5, 21
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/flutter/generated_plugin_registrant.h", "C++", 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 6, 16
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/flutter/generated_plugins.cmake", "CMake", 21, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 27
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/runner/flutter_window.cpp", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 15, 67
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/runner/flutter_window.h", "C++", 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 9, 34
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/runner/main.cpp", "C++", 0, 30, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, 10, 44
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/runner/resource.h", "C++", 0, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 2, 17
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/runner/utils.cpp", "C++", 0, 54, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 10, 66
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/runner/utils.h", "C++", 0, 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 6, 6, 20
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/runner/win32_window.cpp", "C++", 0, 210, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 24, 55, 289
"/Users/lilaavinoth/Documents/Flutter Projects/job_portal_trial/windows/runner/win32_window.h", "C++", 0, 48, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 31, 24, 103
"Total", "-", 40, 543, 113, 6218, 113, 17469, 5, 157, 90, 8, 76, 463, 790, 1821, 27906
